,item_name,calories,protein,carbs,fat
17284,Penne Pasta,145.662,5.160,29.371,0.992
17285,Pepperoni Pizza,217.000,9.666,20.997,15.04
17286,Ricotta White Pizza,232.651,8.956,20.804,17.161
17287,Peanut Butter Fudge Cake,468.889,13.877,146.606,57.962999999999994
17288,Chocolate Chocolate Chip Cookie,128.499,1.788,18.521,10.011
17289,Fresh Baked Chocolate Chip Cookies,311.914,3.284,39.765,24.311999999999998
17290,Mexican Chocolate Cake,403.570,3.618,62.227,24.281
17291,CYO Bahn Mi,0.000,0.000,0.000,0.0
17292,CYO Bao Bun,0.000,0.000,0.000,0.0
17293,"CYO Rice, Fried Rice, or Noodle Bowl",0.000,0.000,0.000,0.0
17294,Crab Rangoon Large,1460.000,25.000,125.000,112.5
17295,Crispy Teriyaki Chicken w/Jasmine Rice,584.618,29.655,68.733,22.745
17296,Dim Sum Platter,928.597,25.687,146.677,33.911
17297,Hibachi Fried Rice,318.223,6.307,33.441,20.42
17298,Jasmine Rice,305.717,6.325,66.248,0.8400000000000001
17299,Pork Belly Ramen,797.701,38.318,74.996,47.981
17300,Pork Bun w/ Srirachi Sweet Chili Sauce,275.548,6.000,57.188,5.5
17301,Pork Potstickers,446.628,18.132,50.365,20.573
17302,Shanghai Chicken with Jasmine Rice,695.767,29.776,81.020,31.057
17303,Shrimp Dumpling w/ Srirachi Sweet Chili Sauce,795.548,30.000,114.188,30.0
17304,Sriracha Sweet Chili Chicken w/Jasmine Rice,522.152,24.386,64.280,19.61
17305,Vegetable Egg Roll,405.780,7.120,45.260,25.81
17306,Vegetable Lo Mein,299.506,11.209,49.894,8.886
17307,Bao Bun,135.000,2.500,24.000,4.5
17308,Chopped Peanuts,83.208,3.452,3.014,8.135
17309,Extra Fried Tofu,134.370,8.392,2.268,11.495
17310,Extra Ginger Glazed Bok Choy,83.491,2.356,2.813,7.887
17311,Extra Lemongrass Chicken,528.559,29.513,20.848,44.205
17312,Extra Pork Char Siu,348.799,24.147,11.974,30.247999999999998
17313,Extra Shiitake Mushrooms & Japanese Eggplant Stir-Fry,87.169,2.085,3.660,8.068999999999999
17314,Extra Vegan Kimchi,29.596,0.916,6.656,0.28800000000000003
17315,Fried Tofu,67.185,4.196,1.134,5.747999999999999
17316,Fried Tofu,134.370,8.392,2.268,11.495
17317,Fried Tofu,134.370,8.392,2.268,11.495
17318,Garlic Gai Lan ,21.610,0.799,2.901,1.221
17319,Ginger Glazed Bok Choy,83.491,2.356,2.813,7.887
17320,Hibachi Fried Rice,159.111,3.153,16.721,10.209999999999999
17321,Hoagie Roll,240.000,9.000,45.000,4.0
17322,Jasmine Rice,152.859,3.163,33.124,0.42000000000000004
17323,Lemongrass Chicken,528.559,29.513,20.848,44.205
17324,Lemongrass Chicken,264.280,14.757,10.424,22.102999999999998
17325,Lemongrass Chicken,528.559,29.513,20.848,44.205
17326,Nuoc Cham- Thai Dipping Sauce,19.131,0.798,4.310,0.001
17327,Pickled Vietnamese Vegetables,15.858,0.217,3.965,0.058
17328,Pork Char Siu,348.799,24.147,11.974,30.247999999999998
17329,Pork Char Siu,174.400,12.074,5.987,15.125
17330,Pork Char Siu,348.799,24.147,11.974,30.247999999999998
17331,Rice Noodles,200.631,0.000,49.722,0.0
17332,Shiitake Mushrooms & Japanese Eggplant Stir-Fry,87.169,2.085,3.660,8.068999999999999
17333,Shrimp,60.384,11.576,0.772,1.08
17334,Shrimp,60.384,11.576,0.772,1.08
17335,Sliced Cucumber,4.253,0.184,1.029,0.041
17336,Sliced Jalapeno,8.222,0.258,1.843,0.131
17337,Sriracha Mayonnaise,127.713,0.000,1.920,14.767
17338,Thai Herbs,5.481,0.427,1.002,0.113
17339,Vegan Kimchi,29.596,0.916,6.656,0.28800000000000003
17340,Vegetable Egg Roll,202.890,3.560,22.630,12.905
17341,Vegetable Lo Mein,149.753,5.605,24.947,4.443
17342,Yum Yum Sauce,96.920,0.363,3.215,12.392
17343,Brown Sugar Boba Tea 16 ozl,170.705,0.000,32.348,7.098
17344,CYO Fruit Tea 16 ozl.,0.000,0.000,0.000,0.0
17345,CYO Iced Tea 16 ozl.,0.000,0.000,0.000,0.0
17346,CYO Milk Tea 16 ozl.,44.415,0.000,11.351,0.0
17347,Thai Iced Tea 16 ozl.,62.470,0.284,11.216,2.556
17348,Black Tapioca Pearls,55.302,0.000,13.899,0.0
17349,Black Tea 6 ozl,0.000,0.000,0.000,0.0
17350,Black Tea 8 ozl,0.000,0.000,0.000,0.0
17351,Brown Sugar Boba Tea 24 ozl,250.500,0.000,47.237,10.636
17352,CYO Fruit Tea 24 ozl,0.000,0.000,0.000,0.0
17353,CYO Iced Tea 24 ozl,0.000,0.000,0.000,0.0
17354,CYO Milk Tea 24 ozl,88.829,0.000,22.701,0.0
17355,Coconut Powder 3 scoops,207.189,0.636,30.909,16.389
17356,Diced Strawberry,69.534,0.342,17.517,0.162
17357,GreenTea 6 ozl,0.000,0.000,0.000,0.0
17358,GreenTea 8 ozl,0.000,0.000,0.000,0.0
17359,Hot Water 6 ozl,0.000,0.000,0.000,0.0
17360,Hot Water 8 ozl,0.000,0.000,0.000,0.0
17361,Lychee Jelly,108.864,0.000,35.721,0.0
17362,Lychee Syrup 1 pump,82.907,0.000,20.135,0.0
17363,Lychee Syrup 1.5 pumps,124.361,0.000,30.203,0.0
17364,Mango Powder 2 scoops,110.388,0.284,23.210,2.8299999999999996
17365,Mango Powder 3 scoops,165.582,0.426,34.815,4.245
17366,Mango Syrup 1 pump,82.907,0.000,20.135,0.0
17367,Mango Syrup 1.5 pumps,124.361,0.000,30.203,0.0
17368,Matcha Green Tea Powder 2 scoops,116.050,1.982,21.794,3.114
17369,Matcha Green Tea Powder 3 scoops,174.075,2.973,32.691,4.671
17370,Peach Syrup 1 pump,82.907,0.000,20.135,0.0
17371,Peach Syrup 1.5 pumps,124.361,0.000,30.203,0.0
17372,Popping Blueberry Boba,90.720,0.000,22.680,0.0
17373,Popping Mango Babo,70.875,0.000,17.010,0.0
17374,Popping Strawberry Boba,87.885,0.000,22.680,0.0
17375,Simple Syrup 1 pump,88.829,0.000,22.701,0.0
17376,Simple Syrup 1.5 pumps,133.244,0.000,34.052,0.0
17377,Strawberry Powder 2 scoops,113.218,0.284,23.776,2.8299999999999996
17378,Strawberry Powder 3 scoops,169.827,0.426,35.664,4.245
17379,Strawberry Syrup 1 pump,71.064,0.000,18.950,0.0
17380,Strawberry Syrup 1.5 pumps,106.596,0.000,28.425,0.0
17381,Taro Powder 2 Scoops,118.880,1.416,19.248,5.378
17382,Taro Powder 3 scoops,178.320,2.124,28.872,8.067
17383,Thai Iced Tea 24 ozl,93.605,0.425,16.806,3.829
17384,Watermelon Powder 2 scoops,113.218,0.284,23.776,2.8299999999999996
17385,Watermelon Powder 3 scoops,169.827,0.426,35.664,4.245
17386,Watermelon Syrup 1.5 pumps,113.702,0.000,28.425,0.0
17387,Watermelon Syrup 1pump,75.801,0.000,18.950,0.0
17389,Soup of the Day .,0.000,0.000,0.000,0.0
17390,Beef Stroganoff,239.725,24.164,5.416,19.851
17391,Buttered Egg Noodles,142.453,4.017,20.383,7.929
17392,Chef's Choice Chicken Wings,482.553,45.843,0.000,36.192
17393,Grilled Chicken,203.020,28.079,0.009,11.864
17394,Hot Wings,333.777,23.005,3.420,27.891000000000002
17395,Buffalo Fried Broccoli,157.953,5.310,31.865,1.61
17396,Crabless Cake w/ Cajun Aioli,294.893,5.225,19.067,24.078000000000003
17397,Roasted Old Bay Redskin Potatoes,92.372,1.957,16.664,2.233
17398,Sauteed Zucchini,20.889,0.959,2.774,1.1280000000000001
17399,Blueberry Cheesecake Square,242.038,3.998,19.618,24.885
17400,Sugar Cookie,132.190,1.168,19.864,9.092
17404,Made to Order Sub In A Tub,0.000,0.000,0.000,0.0
17405,BBQ Sauce,51.786,0.000,13.464,0.0
17406,Baby Spinach,6.521,0.811,1.029,0.129
17407,Baked Ham,135.000,18.900,4.052,5.404
17408,Balsamic Vinegar,37.620,0.210,7.280,0.0
17409,Banana Pepper Rings,7.654,0.470,1.516,0.14200000000000002
17410,Black Pepper,0.074,0.003,0.019,0.001
17411,Canola Oil,112.500,0.000,0.000,14.063
17412,Capicola,184.844,18.824,4.344,13.08
17413,Chicken Tenders,425.348,25.334,25.334,30.098000000000003
17414,Chipotle Mayonnaise,214.029,0.288,1.076,26.953
17415,Dill Pickle Chips,0.996,0.000,0.199,0.0
17416,Dill Pickle Spear,4.200,0.175,0.844,0.133
17417,Extra Baked Ham,67.500,9.450,2.026,2.702
17418,Extra Capicola,92.422,9.412,2.172,6.54
17419,Extra Chicken Tenders,212.674,12.667,12.667,15.049000000000001
17420,Extra Genoa Salami,147.988,7.144,1.076,18.18
17421,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
17422,Extra Italian Meats,93.853,8.864,1.825,7.531
17423,Extra Sliced Bacon,302.400,21.600,0.000,36.72
17424,Extra Sliced Turkey,60.750,10.126,2.026,1.518
17425,Extra Tuna Salad,147.381,13.349,0.840,11.453
17426,Genoa Salami,295.976,14.288,2.152,36.36
17427,Gluten Free Plain Wrap,220.000,6.000,45.000,11.0
17428,Grated Parmesan Cheese,14.884,1.007,0.493,1.532
17429,Grilled Chicken Breast,189.418,39.592,0.020,3.444
17430,Grilled Chicken Strips,139.052,25.652,1.352,4.728
17431,Half Baked Ham,67.500,9.450,2.026,2.702
17432,Half Capicola,92.422,9.412,2.172,6.54
17433,Half Chicken Tenders,212.674,12.667,12.667,15.049000000000001
17434,Half Genoa Salami,147.988,7.144,1.076,18.18
17435,Half Grilled Chicken Breast,94.709,19.796,0.010,1.722
17436,Half Italian Meats,93.853,8.864,1.825,7.531
17437,Half Sliced Bacon,220.500,13.781,2.756,23.429000000000002
17438,Half Sliced Turkey,60.750,10.126,2.026,1.518
17439,Half Tuna Salad,147.381,13.349,0.840,11.453
17440,Honey Mustard,141.230,0.265,7.101,13.950000000000001
17441,Honey Wheat Wrap,230.000,8.000,44.000,7.5
17442,Hot Sauce,3.554,0.165,0.565,0.137
17443,Incogmeato Chik'n Tenders,208.895,19.397,17.906,7.461
17444,Incogmeato Chik'n Tenders,417.789,38.795,35.811,14.923
17445,Italian Dressing,153.076,0.727,0.553,18.608999999999998
17446,Italian Dressing,75.300,0.129,3.803,7.551
17447,Italian Meats,187.705,17.728,3.650,15.062
17448,Mayonnaise,189.000,0.000,0.000,23.626
17449,Mustard Yellow,0.000,0.000,0.000,0.0
17450,Olive Oil,235.918,0.000,0.000,30.372999999999998
17451,Oregano,2.084,0.071,0.542,0.046
17452,Provolone Cheese,101.250,7.088,1.013,12.151
17453,Provolone Cheese,101.250,7.088,1.013,12.151
17454,Provolone Cheese,202.500,14.176,2.026,24.302
17455,Ranch Dressing,118.182,0.192,0.466,14.401
17456,Red Wine Vinegar,5.464,0.012,0.076,0.0
17457,Salt,0.000,0.000,0.000,0.0
17458,Shredded Lettuce,3.969,0.255,0.841,0.045
17459,Sliced American Cheese,103.761,5.141,1.355,13.826
17460,Sliced American Cheese,103.761,5.141,1.355,13.826
17461,Sliced American Cheese,207.522,10.281,2.709,27.651
17462,Sliced Bacon,441.000,27.561,5.511,46.858
17463,Sliced Bacon,302.400,21.600,0.000,36.72
17464,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
17465,Sliced Cheddar Cheese,114.413,7.088,0.000,15.187000000000001
17466,Sliced Cheddar Cheese,228.826,14.176,0.000,30.374000000000002
17467,Sliced Cucumber,4.253,0.184,1.029,0.041
17468,Sliced Green Peppers,5.670,0.244,1.315,0.064
17469,Sliced Onions,11.340,0.312,2.648,0.04
17470,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
17471,Sliced Pepper Jack Cheese,101.250,6.075,1.013,13.163
17472,Sliced Pepper Jack Cheese,202.500,12.150,2.026,26.326
17473,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
17474,Sliced Swiss Cheese Cheese,111.416,7.643,0.408,13.953
17475,Sliced Swiss Cheese Cheese,222.832,15.286,0.816,27.906
17476,Sliced Tomatoes,3.408,0.166,0.736,0.044
17477,Sliced Turkey,121.500,20.252,4.052,3.036
17478,Tuna Salad,294.762,26.697,1.680,22.905
17479,Three Cheese Macaroni & Cheese,290.828,12.652,18.453,29.282999999999998
17483,Starbucks We Proudly Brew Coffee,0.000,0.000,0.000,0.0
17484,Tofu Miso Soup,13.054,3.270,4.177,0.379
17485,Chicken & Sausage Jambalaya,154.321,11.776,16.729,5.135
17486,Grilled Chicken,203.020,28.079,0.009,11.864
17487,Thai Lettuce Wrap,144.984,14.131,13.870,5.854
17488,Turkey Reuben,373.553,21.839,26.101,28.637999999999998
17489,Fried Potato Chips with Sour Cream & Onion Dip,296.198,3.080,19.548,33.255
17490,Steamed Green Beans,20.321,1.081,4.681,0.155
17491,Zucchini & Yellow Squash,25.560,0.997,3.992,1.183
17492,Chocolate Chocolate Chip Cookie,128.499,1.788,18.521,10.011
17493,Mixed Berry Coffee Cake,219.791,3.077,37.916,8.883000000000001
17494,Sour Cream & Onion Dip,61.715,0.775,1.635,9.053
17495,Assorted Decorated Cut Out Cookies,151.092,2.068,19.740,11.853
17496,Bacon Cheddar Biscuits,499.785,14.773,54.726,31.651
17497,"Bacon, Egg & Cheese Croissant",533.631,21.043,31.989,45.614999999999995
17498,Banana Chocolate Chip Loaf,393.531,5.091,70.637,20.608
17499,Blueberry Bagels,280.000,9.000,58.000,1.0
17500,Blueberry Muffin,414.602,7.257,62.182,18.061999999999998
17501,Blueberry Scone,335.117,5.349,53.725,17.672
17502,Brushetta & Feta Cheese Avocado Toast,319.963,9.702,33.335,20.391
17503,Chai Apple Bundt Cake,535.000,9.900,78.500,23.2
17504,Chocolate Donut,300.438,4.539,35.806,27.479999999999997
17505,Chocolate Hazelnut Hand Tart,618.908,4.292,72.273,27.851
17506,Cinnamon Sugar Donut,271.275,4.461,33.690,24.457
17507,Croissant,293.923,6.170,11.715,19.111
17508,Everything Bagel Croissant,320.631,5.098,25.891,34.943
17509,Everything Bagels,290.000,10.000,61.000,1.0
17510,Glazed Donut,329.924,4.412,48.460,24.265
17511,Ham & Cheese Croissant,478.688,11.440,45.159,45.461
17512,Ham & Cheese Danish,189.000,5.550,16.000,18.69
17513,Individual Blueberry Cheesecake,754.475,9.839,61.884,80.809
17514,Individual White Chocolate Peppermint Cheesecake,924.544,12.307,78.946,97.357
17515,Lemon Bundt Cake w/ Poppy Seed,25.076,4.874,47.393,13.198999999999998
17516,Multigrain Avocado Toast,346.571,7.305,31.687,24.343
17517,Peanut Butter & Banana Toast,379.255,12.740,51.349,17.147
17518,Plain Bagels,290.000,10.000,61.000,1.0
17519,Pumpkin Whoopie Pie,633.078,6.221,83.608,38.308
17520,Raspberry Filled Donut w/Chocolate Ganache,333.000,4.550,43.400,22.8
17521,"Sausage, Egg & Cheese Croissant",646.131,26.156,33.002,60.928
17522,"Turkey, Avocado, Bacon and Cheddar Croissant",579.635,22.100,35.335,48.623000000000005
17523,Vanilla Iced Donut,290.398,4.413,38.397,24.266
17524,Wheat Bagels,350.000,13.000,78.000,1.5
17525,Zucchini Bread,400.440,7.469,89.760,8.687999999999999
17526,Chicken,209.253,21.692,1.901,14.598
17527,Long Grain Basmati Rice & Black Lentil Daal  Power Bowl,360.450,9.084,46.400,20.439999999999998
17528,Long Grain Basmati Rice & Chickpea Masala Power Bowl,395.230,12.562,55.095,16.961
17529,Long Grain Basmati Rice & Tikka Masala Power Bowl,360.449,3.868,35.967,32.613
17530,Long Grain Basmati Rice & Yellow Lentil Daal Power Bowl,308.282,9.084,46.400,10.874
17531,Samosas,109.272,1.897,11.385,6.069
17532,Samosas 2 Each,218.544,3.794,22.770,12.138
17533,Veggie Croquettes,114.400,5.000,19.000,2.8000000000000003
17534,Berry Blue and White Bowl w/ Coconut,901.892,19.540,137.616,35.079
17535,CYO Acai Bowl,0.000,0.000,0.000,0.0
17536,Nutella My Berry Acai Bowl,893.962,15.356,140.759,37.919999999999995
17537,Peanut Butter Almond Smoothie w/ Cinnamon & Chocolate,427.764,12.252,83.227,21.142
17538,Rainbow Dragon Pitaya Bowl,693.206,15.368,103.411,29.796
17539,Tropic Like It's Hot Acai Bowl,798.632,14.193,137.259,25.857999999999997
17541,Bananas,53.543,0.656,13.741,0.267
17542,Bananas,53.543,0.656,13.741,0.267
17543,Chia Seeds,17.223,0.586,1.493,1.2069999999999999
17544,Chocolate Chips,16.538,0.236,2.363,1.536
17545,Chocolate Hazelnut Spread,153.243,1.532,16.091,12.26
17546,Chocolate Hazelnut Spread,153.243,1.532,16.091,12.26
17547,Chopped Walnuts,74.164,1.728,1.554,8.088000000000001
17548,Coconut Shredded,64.930,0.374,6.178,8.678
17549,Diced Mango,18.225,0.000,4.253,0.0
17550,Diced Pineapple,14.175,0.153,3.720,0.037000000000000005
17551,Extra Bananas,53.543,0.656,13.741,0.267
17552,Extra Chia Seeds,17.223,0.586,1.493,1.2069999999999999
17553,Extra Chocolate Chips,16.538,0.236,2.363,1.536
17554,Extra Chocolate Hazelnut Spread,153.243,1.532,17.623,12.26
17555,Extra Chopped Walnuts,74.164,1.728,1.554,8.088000000000001
17556,Extra Coconut Shredded,32.465,0.187,3.089,4.339
17557,Extra Diced Mango,18.225,0.000,4.253,0.0
17558,Extra Diced Pineapple,14.175,0.153,3.720,0.037000000000000005
17559,Extra Fresh Blackberries,7.740,0.250,1.730,0.091
17560,Extra Fresh Blueberries,7.709,0.129,2.184,0.129
17561,Extra Fresh Raspberries,3.075,0.062,1.046,0.0
17562,Extra Granola,277.630,6.482,38.104,12.664
17563,Extra Honey,15.628,0.016,4.236,0.0
17564,Extra Kiwi Slices,21.960,0.410,5.278,0.198
17565,Extra Peanut Butter Honey,153.900,6.480,8.100,12.96
17566,Extra Sliced Strawberries,6.800,0.143,1.632,0.067
17567,Fresh Blackberries,7.740,0.250,1.730,0.091
17568,Fresh Blackberries,15.480,0.500,3.460,0.181
17569,Fresh Blueberries,7.709,0.129,2.184,0.129
17570,Fresh Blueberries,15.417,0.257,4.368,0.257
17571,Fresh Raspberries,3.075,0.062,1.046,0.0
17572,Fresh Raspberries,6.150,0.123,2.091,0.0
17573,Granola,277.630,6.482,38.104,12.664
17574,Honey,15.628,0.016,4.236,0.0
17575,Kiwi Slices,21.960,0.410,5.278,0.198
17576,Peanut Butter All Natural,153.900,6.480,8.100,12.96
17577,Pitaya,211.765,2.118,50.824,0.0
17578,Sliced Strawberries,6.800,0.143,1.632,0.067
17579,Sliced Strawberries,13.600,0.285,3.264,0.134
17580,Bayou Chicken Pasta,617.404,22.136,30.449,74.343
17581,Roasted Cauliflower,32.686,1.667,4.318,1.7269999999999999
17582,Vegetarian Vodka Sauce,83.234,1.096,3.660,7.97
17583,Alfredo Sauce ,233.394,3.808,2.796,38.718
17584,Cavatappi,89.585,3.235,18.414,0.373
17585,Cheese Tortellini,192.780,7.938,32.886,5.103
17586,Garlic Cheese Bread,245.794,9.190,29.286,14.983
17587,Meatballs,166.764,8.672,2.668,19.346
17588,Milano Sauce,30.420,0.508,5.070,0.76
17589,Vegetarian Vodka Sauce,83.234,1.096,3.660,7.97
17590,Extra Alfredo Sauce ,233.394,3.808,2.796,38.718
17591,Extra Meatballs,166.764,8.672,2.668,19.346
17592,Extra Milano Sauce,30.420,0.508,5.070,0.76
17593,Gluten Friendly Creamy Pesto Sauce,235.446,3.832,3.370,36.262
17596,Chef's Choice Salad,0.000,0.000,0.000,0.0
17597,Grilled Chicken Breast,94.709,19.796,0.010,1.722
17598,Incogmeato Chik'n Tenders,278.526,25.863,23.874,9.947999999999999
17599,Italian Herb Grilled Chicken Thighs,216.644,28.302,0.959,13.148
17600,Artichoke Hearts,14.459,0.819,3.229,0.118
17601,Asian Barley Salad,95.066,1.838,11.945,5.654999999999999
17602,Baby Spinach,13.042,1.622,2.058,0.256
17603,Bacon Bits,132.300,9.450,0.000,16.064999999999998
17604,Balsamic Vinegar,37.620,0.210,7.280,0.0
17605,Broccoli Florets,7.938,0.845,1.435,0.114
17606,Caesar Dressing,173.609,0.695,1.057,21.345000000000002
17607,Carrots,11.624,0.264,2.716,0.078
17608,Chef's Choice Salad,0.000,0.000,0.000,0.0
17609,Chick Peas,15.702,0.785,2.748,0.294
17610,Chickpea & Quinoa Salad w/ Pistachios,280.748,4.190,22.582,22.043
17611,Croutons,65.914,1.531,9.001,3.338
17612,Edamame,40.024,3.669,3.002,2.1679999999999997
17613,Extra Chef's Choice Salad Protein,0.000,0.000,0.000,0.0
17614,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
17615,Extra Italian Herb Grilled Chicken Thighs,216.644,28.302,0.959,13.148
17616,Feta Cheese,74.844,4.028,1.160,10.27
17617,GrapeTomatoes,3.063,0.150,0.663,0.039
17618,Grilled Chicken Breast,94.709,19.796,0.010,1.722
17619,Honey Mustard,141.230,0.265,7.101,13.950000000000001
17620,Incogmeato Chik'n Tenders,278.526,25.863,23.874,9.947999999999999
17621,Incogmeato Chik'n Tenders,278.526,25.863,23.874,9.947999999999999
17622,Italian Baked Tofu,55.949,2.679,2.316,4.589
17623,Italian Herb Grilled Chicken Thighs,216.644,28.302,0.959,13.148
17624,Mango Bulghur Grain Salad,94.138,0.528,13.232,5.4079999999999995
17625,Mediterranean Barley,87.238,2.460,13.321,3.939
17626,Mediterranean Lentil Salad,210.487,18.007,44.535,5.425
17627,Olive Oil,235.918,0.000,0.000,30.372999999999998
17628,Quinoa,171.409,6.052,29.241,2.521
17629,Red Wine Vinegar,5.464,0.012,0.076,0.0
17630,Roasted Beets,17.022,0.478,2.836,0.622
17631,Roasted Parmesan Cauliflower,32.537,1.658,4.438,1.65
17632,Romaine,24.100,1.745,4.665,0.48
17633,Salad Mix,24.098,1.743,4.663,0.48
17634,Shredded Cheddar Cheese,111.375,6.075,1.013,14.175
17635,Shredded Mozzarella Cheese,95.175,6.581,1.013,11.644
17636,Sliced Cucumber,4.253,0.184,1.029,0.041
17637,Sliced Green Peppers,5.670,0.244,1.315,0.064
17638,Sliced Mushrooms,7.088,0.530,1.443,0.093
17639,Sliced Red Onions,5.670,0.156,1.324,0.02
17640,Southwest Grain Salad,150.353,2.286,13.609,11.561
17641,Spring Salad Mix,13.342,1.334,2.002,0.0
17643,Tomato Balsamic Dressing,132.206,0.120,4.526,14.075
17647,Made to Order Sub In A Tub,0.000,0.000,0.000,0.0
17648,BBQ Sauce,51.786,0.000,13.464,0.0
17649,Baby Spinach,6.521,0.811,1.029,0.129
17650,Baked Ham,135.000,18.900,4.052,5.404
17651,Balsamic Vinegar,37.620,0.210,7.280,0.0
17652,Banana Pepper Rings,7.654,0.470,1.516,0.14200000000000002
17653,Black Pepper,0.074,0.003,0.019,0.001
17654,Canola Oil,112.500,0.000,0.000,14.063
17655,Capicola,184.844,18.824,4.344,13.08
17656,Chicken Tenders,425.348,25.334,25.334,30.098000000000003
17657,Chipotle Mayonnaise,214.029,0.288,1.076,26.953
17658,Dill Pickle Chips,0.996,0.000,0.199,0.0
17659,Dill Pickle Spear,4.200,0.175,0.844,0.133
17660,Extra Baked Ham,67.500,9.450,2.026,2.702
17661,Extra Capicola,92.422,9.412,2.172,6.54
17662,Extra Chicken Tenders,212.674,12.667,12.667,15.049000000000001
17663,Extra Genoa Salami,147.988,7.144,1.076,18.18
17664,Extra Grilled Chicken Breast,94.709,19.796,0.010,1.722
17665,Extra Grilled Chicken Strips,69.526,12.826,0.676,2.364
17666,Extra Italian Meats,93.853,8.864,1.825,7.531
17667,Extra Sliced Bacon,302.400,21.600,0.000,36.72
17668,Extra Sliced Turkey,60.750,10.126,2.026,1.518
17669,Extra Tuna Salad,147.381,13.349,0.840,11.453
17670,Genoa Salami,295.976,14.288,2.152,36.36
17671,Gluten Free Plain Wrap,220.000,6.000,45.000,11.0
17672,Grated Parmesan Cheese,14.884,1.007,0.493,1.532
17673,Grilled Chicken Breast,189.418,39.592,0.020,3.444
17674,Grilled Chicken Strips,139.052,25.652,1.352,4.728
